,Type,NATO designation,Pennant No.,Name (English),Name (Han 汉),Commissioned,Displacement[a],Fleet,Status,Displacement,Name (Han 中文),VLS Cells,Classification
875,Dujiang-class medium harbor tug,Dujiang class,Dong-Tuo 841,East Tug 841,,?,,East Sea Fleet,Active,? t,东拖 841,,
876,Dujiang-class medium harbor tug,Dujiang class,Dong-Tuo 848,East Tug 848,,?,,East Sea Fleet,Active,? t,东拖 848,,
877,Dujiang-class medium harbor tug,Dujiang class,Various,Various,,?,,?,All fleets,? t,Various,,
878,Dunado-class medium harbor tug,Dunado class,Bei-Tuo 686,North Tug 686,,?,,North Sea Fleet,Active,? t,北拖 686,,
879,Dupo-class large harbor tug,Dupo class,Nan-Tuo 192,South Tug 192,,?,,South Sea Fleet,Active,? t,南拖 192,,
880,Dupo-class large harbor tug,Dupo class,Various (10+),Various,,?,,?,In service & under construction,? t,Various,,
881,Haixiu 121-class repair tug,?,Hai-Xiu 121,Hai-Xiu 121,,?,,?,Active,? t,海修121,,
882,Tuqiang-class sea-ging tug,?,Nan-Tuo 181,South Tug 181,,?,,South Sea Fleet,Active,? t,南拖 181,,
883,Tuqiang-class sea-ging tug,?,Nan-Tuo 189,South Tug 189,,?,,South Sea Fleet,Active,? t,南拖 189,,
884,Tuqiang-class sea-ging tug,?,Bei-Tuo 721,North Tug 721,,?,,North Sea Fleet,Active,? t,北拖 721,,
885,Type 802 sea-going tug,Gromovoy class,Dong-Tuo 802,East Tug 802,,Early 1960s,,East Sea Fleet,Active,795 t,东拖 802,,
886,Type 802 sea-going tug,Gromovoy class,Dong-Tuo 811,East Tug 811,,Early 1960s,,East Sea Fleet,Active,795 t,东拖 811,,
887,Type 802 sea-going tug,Gromovoy class,Dong-Tuo 824,East Tug 824,,Early 1960s,,East Sea Fleet,Active,795 t,东拖 824,,
888,Type 802 sea-going tug,Gromovoy class,Dong-Tuo 827,East Tug 827,,Early 1960s,,East Sea Fleet,Active,795 t,东拖 827,,
889,Type 802 sea-going tug,Gromovoy class,Nan-Tuo 167,South Tug 167,,Early 1960s,,South Sea Fleet,Active,795 t,南拖 167,,
890,Type 830 range instrumentation ship / rescue tug,Tuozhong class,Dong-Tuo 830,East Tug 830,,December 1977,,East Sea Fleet,Active,4000 t,东拖 830,,
891,Type 830 range instrumentation ship / rescue tug,Tuozhong class,Nan-Tuo 154,South Tug 154,,September 1979,,South Sea Fleet,Active,4000 t,南拖 154,,
892,Type 837 sea-going tug,Hujiu class,Bei-Tuo 622,North Tug 622,,1980s,,North Sea Fleet,Active,1470 t,北拖 622,,
893,Type 837 sea-going tug,Hujiu class,Bei-Tuo 635,North Tug 635,,1980s,,North Sea Fleet,Active,1470 t,北拖 635,,
894,Type 837 sea-going tug,Hujiu class,Bei-Tuo 711,North Tug 711,,1980s,,North Sea Fleet,Active,1470 t,北拖 711,,
895,Type 837 sea-going tug,Hujiu class,Bei-Tuo 712,North Tug 712,,1980s,,North Sea Fleet,Active,1470 t,北拖 712,,
896,Type 837 sea-going tug,Hujiu class,Bei-Tuo 717,North Tug 717,,1980s,,North Sea Fleet,Active,1470 t,北拖 717,,
897,Type 837 sea-going tug,Hujiu class,Dong-Tuo 836,East Tug 836,,1980s,,East Sea Fleet,Active,1470 t,东拖 836,,
898,Type 837 sea-going tug,Hujiu class,Dong-Tuo 837,East Tug 837,,1980s,,East Sea Fleet,Active,1470 t,东拖 837,,
899,Type 837 sea-going tug,Hujiu class,Dong-Tuo 842,East Tug 842,,1980s,,East Sea Fleet,Active,1470 t,东拖 842,,
900,Type 837 sea-going tug,Hujiu class,Dong -Tuo 843,East Tug 843,,1980s,,East Sea Fleet,Active,1470 t,东拖 843,,
901,Type 837 sea-going tug,Hujiu class,Dong-Tuo 875,East Tug 875,,1980s,,East Sea Fleet,Active,1470 t,东拖 875,,
902,Type 837 sea-going tug,Hujiu class,Dong-Tuo 877,East Tug 877,,1980s,,East Sea Fleet,Active,1470 t,东拖 877,,
903,Type 837 sea-going tug,Hujiu class,Nan-Tuo 147,South Tug 147,,1980s,,South Sea Fleet,Active,1470 t,南拖 147,,
904,Type 837 sea-going tug,Hujiu class,Nan-Tuo 155,South Tug 155,,1980s,,South Sea Fleet,Active,1470 t,南拖 155,,
905,Type 837 sea-going tug,Hujiu class,Nan-Tuo 156,South Tug 156,,1980s,,South Sea Fleet,Active,1470 t,南拖 156,,
906,Type 837 sea-going tug,Hujiu class,Nan-Tuo 164,South Tug 164,,1980s,,South Sea Fleet,Active,1470 t,南拖 164,,
907,Type 837 sea-going tug,Hujiu class,Nan-Tuo 174,South Tug 174,,1980s,,South Sea Fleet,Active,1470 t,南拖 174,,
908,Type 837 sea-going tug,Hujiu class,Nan-Tuo 175,South Tug 175,,1980s,,South Sea Fleet,Active,1470 t,南拖 175,,
909,Type 837 sea-going tug,Hujiu class,Nan-Tuo 185,South Tug 185,,1980s,,South Sea Fleet,Active,1470 t,南拖 185,,
910,Type 852 sea-going tug,Roslavl class,Bei-Tuo 618,North Tug 618,,,,North Sea Fleet,Active,,北拖 618,,
911,Type 852 sea-going tug,Roslavl class,Bei-Tuo 630,North Tug 630,,,,North Sea Fleet,Active,,北拖 630,,
912,Type 852 sea-going tug,Roslavl class,Bei-Tuo 631,North Tug 631,,,,North Sea Fleet,Active,,北拖 631,,
913,Type 852 sea-going tug,Roslavl class,Bei-Tuo 704,Bei-Tuo 704,,,,North Sea Fleet,Active,,北拖 704,,
914,Type 852 sea-going tug,Roslavl class,Bei-Tuo 716,North Tug 716,,,,North Sea Fleet,Active,,北拖 716,,
915,Type 852 sea-going tug,Roslavl class,Dong-Tuo 852,East Tug 852,,,,East Sea Fleet,Active,,东拖 852,,
916,Type 852 sea-going tug,Roslavl class,Dong-Tuo 853,East Tug 853,,,,East Sea Fleet,Active,,东拖 853,,
917,Type 852 sea-going tug,Roslavl class,Dong-Tuo 854,East Tug 854,,,,East Sea Fleet,Active,,东拖 854,,
918,Type 852 sea-going tug,Roslavl class,Dong-Tuo 862,East Tug 862,,,,East Sea Fleet,Active,,东拖 862,,
919,Type 852 sea-going tug,Roslavl class,Dong-Tuo 863,East Tug 863,,,,East Sea Fleet,Active,,东拖 863,,
920,Type 852 sea-going tug,Roslavl class,Dong-Tuo 867,East Tug 867,,,,East Sea Fleet,Active,,东拖 867,,
921,Type 852 sea-going tug,Roslavl class,Nan-Tuo 161,South Tug 161,,,,South Sea Fleet,Active,,南拖 167,,
922,Type 852 sea-going tug,Roslavl class,Nan-Tuo 161,South Tug 161,,,,South Sea Fleet,Active,,南拖 168,,
923,Tugs of unidentified type/class,?,Bei-Tuo 153,North Tug 630,,,,North Sea Fleet,Active,,北拖 630,,
924,Tugs of unidentified type/class,?,Bei-Tuo 651,North Tug 651,,,,North Sea Fleet,Active,,北拖 651,,
925,Tugs of unidentified type/class,?,Bei-Tuo 704,North Tug 704,,,,North Sea Fleet,Active,,北拖 704,,
926,Tugs of unidentified type/class,?,Bei-Tuo 728,North Tug 728,,,,North Sea Fleet,Active,,北拖 728,,
927,Tugs of unidentified type/class,?,Dong-Tuo 845,East Tug 845,,,,East Sea Fleet,Active,,东拖 845,,
928,Tugs of unidentified type/class,?,Dong-Tuo 861,East Tug 861,,,,East Sea Fleet,Active,,东拖 861,,
929,Tugs of unidentified type/class,?,Nan-Tuo 142,South Tug 142,,,,South Sea Fleet,Active,,南拖 142,,
930,Tugs of unidentified type/class,?,Nan-Tuo 162,South Tug 162,,,,South Sea Fleet,Active,,南拖 162,,
931,Tugs of unidentified type/class,?,Nan-Tuo 163,South Tug 163,,,,South Sea Fleet,Active,,南拖 163,,
932,Tugs of unidentified type/class,?,Nan-Tuo 168,South Tug 168,,,,South Sea Fleet,Active,,南拖 168,,
933,Tugs of unidentified type/class,?,Nan-Tuo 176,South Tug 176,,,,South Sea Fleet,Active,,南拖 176,,
934,Tugs of unidentified type/class,?,Nan-Tuo 187,South Tug 187,,,,South Sea Fleet,Active,,南拖 187,,
935,Tugs of unidentified type/class,?,Nan-Tuo 188,South Tug 188,,,,South Sea Fleet,Active,,南拖 188,,
936,Chinese UAV mothership Fighting Shark No.1,?,Bo-Sha No.1,Fighting Shark No. 1,,2021,,All fleets,Active,,搏鲨1号,,
937,Yanxi-class training ship / UAV mothership,Yanxi class,Xun 701,Training 701,,1970,,Dalian Naval Academy,Active,"1,200 t",训 701,,
938,Chinese Sea Hunter,,6051,Unknown,,2020,,,Active,≈ 100 t,Unknown,,
939,CASIC USV,,Hai-Pi-Li,Sea Thunderbolt,,2021,,,Active,45 t,海霹雳,,
940,CASIC USV,,Lie-Sha-Zhe,Shark Hunter,,2021,,,Active,3 t,猎鲨者,,
941,HEU HiSiBi Sky Journey 1 USV,,Tian-Xing-1-Hao,Sky Journey 1,,2017,,,Active,7.5 t,天行1号,,
942,HUST USV,,Huster-12S,Various,,2019,,,Active,0.025 t,Various,,
943,HUST USV,,Huster-68,Various,,2019,,,Active,? t,Various,,
944,JARI USV,,JARI,JARI USV,,"August 21, 2019",,,Active,20 t,JARI 无人艇,,
945,JUST USV,,Various,Not named,,?,,,Active,3.546 t,Not named,,
946,Ostar USV,,1800 USV,Various,,2019,,,Active,0.14 t,Various,,
947,Ostar USV,,6200 USV,Various,,2019,,,Active,1.86 t,Various,,
948,Ostar USV,,RoboSwim USV,Various,,2019,,,Active,0.0633 t,Various,,
949,Ostar USV,,SES USV,Various,,2019,,,Active,? t,Various,,
950,PWT USV,,Various,Various,,?,,,Active,? t,Various,,
951,Shanghai University USV,,Jing-Hai 1,Precision Sea 1,,2013 onward,,,Active,? t,精海 1,,
952,Shanghai University USV,,Jing-Hai 2,Precision Sea 2,,2013 onward,,,Active,? t,精海 2,,
953,Shanghai University USV,,Jing-Hai 3,Precision Sea 3,,2013 onward,,,Active,? t,精海 3,,
954,Shanghai University USV,,Jing-Hai 4,Precision Sea 4,,2013 onward,,,Active,? t,精海 4,,
955,Shanghai University USV,,Jing-Hai 6,Precision Sea 6,,2013 onward,,,Active,? t,精海 6,,
956,Shanghai University USV,,Jing-Hai 7,Precision Sea 7,,2013 onward,,,Active,? t,精海 7,,
957,Shanghai University USV,,Jing-Hai-Hong,Precision Sea Rainbow,,2013 onward,,,Active,? t,精海虹,,
958,Thor Robotics USVs,,Fang-Wei-Zhe 10,Defender 10,,,,,Active,0.006 t,防卫者 10,,
959,Thor Robotics USVs,,Fang-Wei-Zhe 15,Defender 15,,,,,Active,0.03 t,防卫者 15,,
960,Thor Robotics USVs,,Fang-Wei-Zhe 30,Defender 30,,,,,Active,0.25 t,防卫者 30,,
961,Thor Robotics USVs,,Fang-Wei-Zhe 32,Defender 32,,,,,Active,0.26 t,防卫者 32,,
962,Thor Robotics USVs,,Fang-Wei-Zhe 40,Defender 40,,,,,Active,0.3 t,防卫者 40,,
963,Thor Robotics USVs,,Jin-Qu-Zhe 12,Enterprising Person 12,,,,,Active,0.018 t,进取者 12,,
964,Thor Robotics USVs,,Jin-Qu-Zhe 18,Engerprising Person 18,,,,,Active,0.13 t,进取者 18,,
965,Thor Robotics USVs,,Guan-Cha-Zhe 10,Observer 10,,,,,Active,0.006 t,观察者 10,,
966,Thor Robotics USVs,,Remotely controlled lifebuoy,Various,,,,,Active,0.019 t,Various,,
967,Type 80 demolition boat,,Various,Not named,,1980-1984,,,Being retired,8.5 t,Not named,,
968,VVLAI USV,,Unmanned rescue boat,Not named,,,,,Active,0.05 t,Not named,,
969,WSST USVs,,Electrically powered lifebuoy,Not named,,,,,Active,0.009 t,Not named,,
970,WSST USVs,,T095,Various,,,,,Active,0.02 t,Various,,
971,WSST USVs,,T099,Various,,,,,Active,0.017 t,Various,,
972,WSST USVs,,T105,Various,,,,,Active,0.016 t,Various,,
973,WSST USVs,,T130,Various,,,,,Active,? t,Various,,
974,WSST USVs,,T160,Various,,,,,Active,? t,Various,,
975,WSST USVs,,T240,Various,,,,,Active,? t,Various,,
976,WSST USVs,,T380,Various,,,,,Active,? t,Various,,
977,WSST USVs,,T750,Various,,,,,Active,? t,Various,,
978,WSST USVs,,T1150,Various,,,,,Active,7 t,Various,,
979,Yunzhou USVs,,Yun-Long,Cloud Dragon,,,,,Active,2.3 t,云龙,,
980,Yunzhou USVs,,CS40,Various,,,,,Active,1.45 t,Various,,
981,Yunzhou USVs,,Hai-Tun 1,Dolphin 1,,,,,Active,0.01 t,海豚 1,,
982,Yunzhou USVs,,Shui-Shang-Fei,Fly on the Water,,,,,Active,0.03 t,水上飞,,
983,Yunzhou USVs,,L25,Various,,,,,Active,? t,Various,,
984,Yunzhou USVs,,L30 Liao-Wang-Zhe,L30 Lookout,,,,,Active,4.4 t,L30 瞭望者,,
985,Yunzhou USVs,,L30A Liao-Wang-Zhe,L30A Lookout II,,,,,Active,3.7 t,L30A 瞭望者 II,,
986,Yunzhou USVs,,L85A,Various,,,,,Active,? t,Various,,
987,Yunzhou USVs,,L90,Various,,,,,Active,? t,Various,,
988,Yunzhou USVs,,LVR-17 Xun-You-Zhe,LVR-17 Vigilant,,,,,Active,16 t,LVR-17 巡游者,,
989,Yunzhou USVs,,M-40 Ting-Feng-Zhe,M40 Wind Listener,,,,,Active,1.45 t,M40 听风者,,
990,Yunzhou USVs,,M75 Shou-Hu-Zhe,M75 Protector,,,,,Active,1.25 t,M75 守护者,,
991,Yunzhou USVs,,M80 Ji-Xing-Zhe,M80 Polar Walker,,,,,Active,1.45 t,M80 极行者,,
992,Yunzhou USVs,,ME120,Various,,,,,Active,? t,Various,,
993,Yunzhou USVs,,S600,Various,,,,,Active,? t,Various,,
994,Yunzhou USVs,,SE40,Various,,,,,Active,0.034 t,Various,,
995,Yunzhou USVs,,SL20,Various,,,,,Active,0.015 t,Various,,
996,Yunzhou USVs,,SL40,Various,,,,,Active,0.034 t,Various,,
997,Yunzhou USVs,,Jin-Dou-Yun 0,Somersault Cloud 0,,,,,Active,34 t,筋斗云 0,,
998,Yunzhou USVs,,TC40,Various,,,,,Active,0.032 t,Various,,
999,Yunzhou USVs,,V20,Various,,,,,Active,? t,Various,,
1000,CR series,,CR-01A,Not named,,After 2000,,,Active,1.3 t,Not named,,
1001,CR series,,CR-02,Not named,,After 2000,,,Active,1.5 t,Not named,,
1002,CSSC AUVs,,Hai-Shen 100-1,Poseidon 100-1,,?,,,Active,0.07 t,海神 100-1,,
1003,CSSC AUVs,,Hai-Shen 100-2,Poseidon 100-2,,?,,,Active,? t,海神 100-2,,
1004,CSSC AUVs,,Hai-Shen 300,Poseidon 300,,?,,,Active,1.4 t,海神 300,,
1005,CSSC AUVs,,Hai-Shen 6000,Poseidon 6000,,?,,,Active,3.5 t,海神 6000,,
1006,Deepinfar AUVs,,Cheng-Sha I-A,Orange Shark I-A,,?,,,Active,0.08 t,橙鲨 I-A,,
1007,Deepinfar AUVs,,Cheng-Sha I-B,Orange Shark I-B,,?,,,Active,0.045 t,橙鲨 I-B,,
1008,Deepinfar AUVs,,Cheng-Sha III-A,Orange Shark III-A,,?,,,Active,1.35 t,橙鲨 III-A,,
1009,Deepsea Exploring AUV,,Various,Not named,,?,,,Active,? t,Not named,,
1010,Explorer series,,Tan-Suo-Zhe,Explorer,,?,,,Active,2.2 t,探索者,,
1011,Explorer series,,Tan-Suo 100,Exploreration 100,,?,,,Active,0.047 t,探索 100,,
1012,Explorer series,,Hai-Tun 2,Dolphin 2,,2010s,,,Active,? t,海豚 2,,
1013,Explorer series,,Tan-Suo 1000,Exploreration 1000,,?,,,Active,1.2 t,探索 1000,,
1014,Explorer series,,Tan-Suo 4500,Exploreration 4500,,?,,,Active,1.5 t,探索 4500,,
1015,HSU-001,,Various,Not named,,2019,,,Active,3 t,Not named,,
1016,Intelligent Water class AUVs,,Zhi-Shui I,Intelligent Water I,,1990s,,,Active,? t,智水 I,,
1017,Intelligent Water class AUVs,,Zhi-Shui II,Intelligent Water II,,1990s,,,Active,? t,智水 II,,
1018,Intelligent Water class AUVs,,Zhi-Shui III,Intelligent Water III,,2000,,,Active,? t,智水 III,,
1019,Intelligent Water class AUVs,,Zhi-Shui IV,Intelligent Water IV,,2005,,,Active,? t,智水 IV,,
1020,Intelligent Water class AUVs,,Zhi-Shui V,Intelligent Water V,,October 2011,,,Active,? t,智水 V,,
1021,JUST Explorer II,,Various,Not named,,?,,,Active,0.415 t,Not named,,
1022,Micro Dragon Series AUVs,,Wei-Long 1,Micro Dragon 1,,?,,,Active,? t,微龙 1,,
1023,Micro Dragon Series AUVs,,Wei-Long 2,Micro Dragon 2,,?,,,Active,? t,微龙 2,,
1024,Micro Dragon Series AUVs,,Wei-Long 3,Micro Dragon 3,,?,,,Active,? t,微龙 3,,
1025,Robosea UUVs,,Robo-Fish,Various,,?,,,Active,0.03 t,Various,,
1026,Robosea UUVs,,Robo-Shark,Various,,?,,,Active,0.06 t,Various,,
1027,Sea Clever,,Hai-Ling,Sea Clever,,?,,,Active,? t,海灵,,
1028,Sea Whale series,,Hai-Jing 1000,Sea Whale 1000,,2020,,,Active,? t,海鲸 1000,,
1029,Sea Whale series,,Hai-Jing 2000,Sea Whale 2000,,2021,,,Active,0.2 t,海鲸 2000,,
1030,Submerged Dragon series AUVs,,Qian-Long 1,Submerged Dragon 1,,2013,,,Active,1.5 t,潜龙1号,,
1031,Submerged Dragon series AUVs,,Qian-Long 2,Submerged Dragon 3,,2016,,,Active,1.5 t,潜龙2号,,
1032,Submerged Dragon series AUVs,,Qian-Long 3,Submerged Dragon 3,,2019,,,Active,1.5 t,潜龙3号,,
1033,Submerged Dragon series AUVs,,Qian-Long 4,Submerged Dragon 4,,2020,,,Active,? t,潜龙4号,,
1034,THLMT UUVs,,Yun-Fan,Cloud Sail,,?,,,Active,0.05 t,云帆,,
1035,THLMT UUVs,,JF-01 Jin-Fan,JF-01 Brocade Sail,,?,,,Active,1.3 t,JF-01 锦帆,,
1036,THLMT UUVs,,JF-02 Jin-Fan,JF-02 Brocade Sail,,?,,,Active,1.3 t,JF-02 锦帆,,
1037,THLMT UUVs,,JF-03 Jin-Fan,JF-03 Brocade Sail,,?,,,Active,1.3 t,JF-03 锦帆,,
1038,THLMT UUVs,,Type 324,Various,,?,,,Active,0.22 t,Various,,
1039,THLMT UUVs,,Type 4500,Various,,?,,,Active,0.31 t,Various,,
1040,THLMT UUVs,,ZF-01 Zhi-Fan,ZF-01 Intelligent Sail,,?,,,Active,0.04 t,ZF-01 智帆,,
1041,THLMT UUVs,,ZF-02 Zhi-Fan,ZF-02 Intelligent Sail,,?,,,Active,0.04 t,ZF-02 智帆,,
1042,Thor Robotics UUVs,,31528,31528,,?,,,Active,0.07 t,31528,,
1043,Thor Robotics UUVs,,31535,31535,,?,,,Active,0.09 t,31535,,
1044,Thor Robotics UUVs,,Long-Sha,Dragon Shark,,?,,,Active,0.03 t,龙鲨,,
1045,Thor Robotics UUVs,,Tai-Ping-Yang-Xun-You-Zhe,Pacific Cruiser,,?,,,Active,? t,太平洋巡游者,,
1046,Wukong AUV,,Wu-Kong,Goku,,2022,,,Active,1.3 t,悟空,,
1047,WZODA,,Several (<10),Various,,After 2000,,,Active,? t,Various,,
1048,XTDT UUVs,,Zhong-Guo-Wu-Ying TH-B010,China Shadowless TH-B010,,2016 onward,,,Active,? t,中国无影 TH-B010,,
1049,XTDT UUVs,,Zhong-Guo-Wu-Ying TH-B050,China Shadowless TH-B050,,After 2016,,,Active,? t,中国无影 TH-B050,,
1050,XTDT UUVs,,Zhong-Guo-Wu-Ying TH-B300,China Shadowless TH-B300,,After 2016,,,Active,? t,中国无影 TH-B300,,
1051,XTDT UUVs,,Zhong-Guo-Wu-Ying TH-B600,China Shadowless TH-B600,,After 2016,,,Active,? t,中国无影 TH-B600,,
1052,XTDT UUVs,,Hull cleaning robot,Various,,After 2018,,,Active,? t,Various,,
1053,Cape,,Hai-Jiao,Cape,,Mid-2010s,,,Active,0.831 t,海角,,
1054,Edge of the Heaven,,Tian-Ya,Edge of the Heaven,,2016,,,Active,1.053 t,天涯,,
1055,Phoenix,,Feng-Huang,Phoenix,,2018,,,Active,? t,凤凰,,
1056,Rainbowfish series,,Cai-Hong-Yu 1,Rainbowfish 1,,2015,,,Active,? t,彩虹鱼 1,,
1057,Rainbowfish series,,Cai-Hong-Yu 2,Rainbowfish 2,,2015,,,Active,? t,彩虹鱼 2,,
1058,Rainbowfish series,,Cai-Hong-Yu 3,Rainbowfish 3,,2015,,,Active,? t,彩虹鱼 3,,
1059,Sea,,Cang-Hai,Sea,,2020,,,Active,? t,沧海,,
1060,Ten Thousand Springs,,Wan-Quan,Ten Thousand Springs,,Mid 2010s,,,Active,? t,万泉,,
1061,Aquarobotman UUV,,SMART-P1,Various,,?,,,Active,? t,Various,,
1062,Aquarobotman UUV,,SMART-P2,Various,,?,,,Active,? t,Various,,
1063,CSSC bottom crawler,,Qi-Lin,Kylin,,2021,,,Active,? t,麒麟,,
1064,Deepinfar bottom crawler,,Long Tunnel Detection System,Various,,?,,,Active,? t,Various,,
1065,JUST bottom crawler,,Deep sea mining vehicle,Not named,,After 2020,,,Prototype,20 t,Not named,,
1066,Robosea bottom crawler,,Robo-Run,Various,,?,,,Prototype,0.02 t,Various,,
1067,SBSS ROVs,,Hi-Mai-She-Li,Hi-Plough,,?,,,Active,24 t,Hi 埋设犁,,
1068,SBSS ROVs,,HP-1500 (MD3) Mai-She-Li,HP-1500 (MD3) Plough,,?,,,Active,23.1 t,HP-1500 (MD3) 埋设犁,,
1069,SBSS ROVs,,Long-Li,Dragon Plough,,?,,,Active,? t,龙犁,,
1070,SBSS ROVs,,Q1000,Q1000,,?,,,Active,? t,Q1000,,
1071,Sea Crab,,Hai-Xie,Sea Crab,,1984,,,Active,? t,海蟹,,
1072,Sea Star,,Hai-Xing,Sea Star,,Early 2010s,,,Active,10 t,海星,,
1073,THLMT rescue ROV,,Underwater Rescue ROUV,Various,,?,,,Active,0.175 t,Various,,
1074,VVLAI UUVs,,Cleaning ROUV,Various,,?,,,Active,? t,Various,,
1075,VVLAI UUVs,,Dredging ROUV,Various,,?,,,Active,? t,Various,,
1076,VVLAI UUVs,,Tan-Jie-Zhe YL200,Explorers YL200,,?,,,Active,9 t,探界者 YL200,,
1077,VVLAI UUVs,,Hydropower station inspection UUV,Various,,?,,,Active,.035 t,Various,,
1078,VVLAI UUVs,,Long distance tunnel inspection ROUV,Various,,?,,,Active,? t,Various,,
1079,VVLAI UUVs,,Pipeline ROUV,Various,,?,,,Active,0.03 t,Various,,
1080,VVLAI UUVs,,Pipeline Inspection ROUVs,Various,,?,,,Active,0.016 t,Various,,
1081,VVLAI UUVs,,Tracked underwater inspection vehicle,Various,,?,,,Active,0.35 t,Various,,
1082,VVLAI UUVs,,Tuo-Huang-Zhe 800,Pioneer 800,,?,,,Active,35 t,拓荒者 800,,
1083,VVLAI UUVs,,Underwater tracked inspection vehicle,Various,,?,,,Active,0.048 t,Various,,
1084,VVLAI UUVs,,VVL-A75,Various,,?,,,Active,0.02 t,Various,,
1085,VVLAI UUVs,,VVL-LD80-1000,Various,,?,,,Active,? t,Various,,
1086,VVLAI UUVs,,VVL-LD260-1800,Various,,?,,,Active,0.5 t,Various,,
1087,VVLAI UUVs,,VVL-LD600-4000,Various,,?,,,Active,? t,Various,,
1088,VVLAI UUVs,,VVL-LD4000,Various,,?,,,Active,4.8 t,Various,,
1089,VVLAI UUVs,,VVL-M200,Various,,?,,,Active,? t,Various,,
1090,VVLAI UUVs,,VVL-QY-270-130A,Various,,?,,,Active,1.1 t,Various,,
1091,VVLAI UUVs,,VVL-SV-X2 ROUV,Various,,?,,,Active,0.015 t,Various,,
1092,7B8,,Several (<10),Various,,After 2000,,,Active,1.69 t,Various,,
1093,Arctic series,,Bei-Ji,Arctic,,2008,,,Active,0.35 t,北极,,
1094,Arctic series,,Di-Er-Dai Bei-Ji,2nd generation Arctic,,2014,,,Active,0.18 t,第二代北极,,
1095,Hadal series,,Hai-dou,Hadal,,2008,,,Active,0.26 t,海斗,,
1096,Hadal series,,Hai-Dou 1 Hao,Hadal 1,,2019,,,Active,? t,海斗1号,,
1097,Rainbowfish,,Cai-Hong-Yu,Rainbowfish,,2015,,,Active,? t,彩虹鱼,,
1098,8A4,,Several (<10),Various,,After 2000,,,Active,? t,Various,,
1099,8H4,,Several (< 10),Various,,?,,,Active,? t,Various,,
1100,Aquarobotman ROUV,,Nemo,Various,,2014,,,Active,0.0036 t,Various,,
1101,Deepinfar ROUVs,,Hai-Tun II,Dolphin II,,?,,,Active,0.11 t,海豚 II,,
1102,Deepinfar ROUVs,,Hai-Tun III,Dolphin III,,?,,,Active,0.6 t,海豚 III,,
1103,Deepinfar ROUVs,,He-Tun IV-A,Pufferfish IV-A,,?,,,Active,0.036 t,河豚 IV-A,,
1104,Deepinfar ROUVs,,He-Tun IV-B,Pufferfish IV-B,,?,,,Active,0.024 t,河豚 IV-B,,
1105,Deepinfar ROUVs,,He-Tun V-B,Pufferfish V-B,,?,,,Active,0.02 t,河豚 V-B,,
1106,Deepinfar ROUVs,,Bai-Sha Max,White Shark Max,,?,,,Active,0.015 t,白鲨 Max,,
1107,Deepinfar ROUVs,,Bai-Sha Mini,White Shark Mini,,?,,,Active,0.0028 t,白鲨 Mini,,
1108,Deepinfar ROUVs,,Jiang-Tun IV-C,Yangtze Finless Porpoise IV-C ROUV,,?,,,Active,0.07 t,江豚 IV-C,,
1109,Discovery,,Fa-Xian,Discovery,,2014,,,Active,? t,发现,,
1110,Dragon Emperor,,Long-Huang,Dragon Emperor,,2014,,,Active,? t,龙皇,,
1111,Dragon Pearl,,Long-Zhu,Dragon Pearl,,2014,,,Active,0.04 t,龙珠,,
1112,Goldfish (Jin-Yu) series,,JY-01,Goldfish 1,,1987,,,Active,0.04 t,金鱼 1,,
1113,Goldfish (Jin-Yu) series,,JY-02,Goldfish 2,,1987-1989,,,Active,0.036 t,金鱼 2,,
1114,Goldfish (Jin-Yu) series,,JY-03,Goldfish 3,,1989,,,Active,0.035 t,金鱼 3,,
1115,JH-01 (Jiao-Hai 01),,Jiao-Hai (JH)-01,Transportation Sea 01,,1980s,,,Active,0.037 t,交海1号,,
1116,JTD-01 Deep Eel I,,JTD-01 Shen-Man I,JTD-01 Deep Eel I,,December 2012,,,Active,40 t,JTD-01 深鳗 I,,
1117,JTML-02,,JTML-02,Various,,2011,,,Active,? t,Various,,
1118,JTMP series,,JTMP-03,Not named,,2011,,,Active,? t,Not named,,
1119,JTMP series,,JTMP-04 Hai-Xiang,JTMP-04 Walrus,,2012,,,Active,? t,JTMP-04 海象,,
1120,JTR series,,JTR-11,Various,,2011,,,Active,0.022 t,Various,,
1121,JTR series,,JTR-21,Various,,2011,,,Active,0.06 t,Various,,
1122,JTR series,,JTR-31,Various,,2011,,,Active,0.2 t,Various,,
1123,JTR series,,JTR-F1,Various,,2011,,,Active,0.025 t,Various,,
1124,JTR series,,JTR-H1,Various,,2011,,,Active,0.031 t,Various,,
1125,JUST ROVs,,Observation ROUV,Various,,?,,,Active,0.012 t,Various,,
1126,JUST ROVs,,Engineering ROV,Various,,?,,,Active,0.051 t,Various,,
1127,JUST ROVs,,Hai-Xie,Sea Crab,,2014,,,Active,0.08 t,海蟹,,
1128,Max ROV,,Various,Various,,?,,,Active,0.8 t,Various,,
1129,Oceanxer ROUVs,,BlueROV2,Various,,?,,,Active,0.011 t,Various,,
1130,Oceanxer ROUVs,,BlueROV2 Heavy,Various,,?,,,Active,0.011 t,Various,,
1131,Oceanxer ROUVs,,C-100,Various,,?,,,Active,0.004 t,Various,,
1132,Oceanxer ROUVs,,C-200,Various,,?,,,Active,0.0042 t,Various,,
1133,Oceanxer ROUVs,,S-100,Various,,?,,,Active,0.013 t,Various,,
